family,n,seed,omega_red,omega_blue,alpha_red,alpha_blue,max_mono_clique_present,max_mono_independent_present,first_absent_mono_clique_size,first_absent_mono_independent_size,delay_score,force_index,red_density,spectral_radius,spectral_gap,adjacency_energy,signature_name,signature_value,signature_phi_distance
prime_anchor_partitioning,20,1,6,8,8,6,8,8,9,9,2.5,0.4,0.25263157894736843,6.280884051887532,2.1963837398127604,28.679304448359836,prime_mean_gap,2.4285714285714284,0.8105374398215335
prime_anchor_partitioning,20,2,7,8,8,7,8,8,9,9,2.5,0.4,0.5368421052631579,11.2258691053496,5.801765006649651,37.474590466808635,prime_mean_gap,2.4285714285714284,0.8105374398215335
prime_anchor_partitioning,20,3,5,9,9,5,9,9,10,10,2.2222222222222223,0.45,0.25263157894736843,6.093027448140819,0.7442064322074833,28.660275596948107,prime_mean_gap,2.4285714285714284,0.8105374398215335
prime_anchor_partitioning,22,0,6,11,11,6,11,11,12,12,2.0,0.5,0.2077922077922078,6.358898943540675,1.5531705699301694,27.21173170018399,prime_mean_gap,2.4285714285714284,0.8105374398215335
prime_anchor_partitioning,22,1,6,8,8,6,8,8,9,9,2.75,0.36363636363636365,0.22943722943722944,6.280884051887528,2.196383739812755,32.67930444835983,prime_mean_gap,2.4285714285714284,0.8105374398215335
prime_anchor_partitioning,22,2,7,8,8,7,8,8,9,9,2.75,0.36363636363636365,0.5974025974025974,13.321570447418623,7.8965736172129715,41.72521226867384,prime_mean_gap,2.4285714285714284,0.8105374398215335
prime_anchor_partitioning,22,3,5,9,9,5,9,9,10,10,2.4444444444444446,0.4090909090909091,0.22943722943722944,6.093027448140819,0.7442064322074833,32.660275596948104,prime_mean_gap,2.4285714285714284,0.8105374398215335
prime_anchor_partitioning,24,0,6,10,10,6,10,10,11,11,2.4,0.4166666666666667,0.2717391304347826,7.287422296149303,0.9285233526086278,37.3673214781517,prime_mean_gap,2.625,1.006966011250105
prime_anchor_partitioning,24,1,6,11,11,6,11,11,12,12,2.1818181818181817,0.4583333333333333,0.26811594202898553,7.796624257791856,3.573270098475006,35.490591922850726,prime_mean_gap,2.625,1.006966011250105
prime_anchor_partitioning,24,2,7,8,8,7,8,8,9,9,3.0,0.3333333333333333,0.5,12.68238882948724,6.374311795487027,46.92385273856443,prime_mean_gap,2.625,1.006966011250105
prime_anchor_partitioning,24,3,5,9,9,5,9,9,10,10,2.6666666666666665,0.375,0.26811594202898553,6.842832848849635,0.7498054007088157,36.82031350924511,prime_mean_gap,2.625,1.006966011250105
random_baseline,8,0,3,4,4,3,4,4,5,5,2.0,0.5,0.35714285714285715,3.092870930690666,1.792916675536664,10.54311969813703,random_none,nan,nan
random_baseline,8,1,4,4,4,4,4,4,5,5,2.0,0.5,0.5714285714285714,4.230237802871039,3.0378600150696577,13.128087001874482,random_none,nan,nan
random_baseline,8,2,5,3,3,5,5,5,6,6,1.6,0.625,0.6071428571428571,4.787766487115067,3.4978333089746885,12.616304660463065,random_none,nan,nan
random_baseline,8,3,3,3,3,3,3,3,4,4,2.6666666666666665,0.375,0.5,3.868210655777257,2.5734799221305336,12.325882778847962,random_none,nan,nan
random_baseline,10,0,3,4,4,3,4,4,5,5,2.5,0.4,0.4222222222222222,4.135735952939921,2.2369932169269564,16.19574858974439,random_none,nan,nan
random_baseline,10,1,4,4,4,4,4,4,5,5,2.5,0.4,0.5111111111111111,5.021159094070422,3.302465139097423,17.342602580145623,random_none,nan,nan
random_baseline,10,2,5,4,4,5,5,5,6,6,2.0,0.5,0.5333333333333333,5.381606807913806,3.531697346451871,16.426781699558113,random_none,nan,nan
random_baseline,10,3,4,3,3,4,4,4,5,5,2.5,0.4,0.5333333333333333,5.191957489968186,3.455462792474888,16.849163272637384,random_none,nan,nan
random_baseline,12,0,3,5,5,3,5,5,6,6,2.4,0.4166666666666667,0.4090909090909091,4.846296381868877,2.8047735179856197,20.319587318822727,random_none,nan,nan
random_baseline,12,1,4,4,4,4,4,4,5,5,3.0,0.3333333333333333,0.5,5.885280741109398,3.7140876795187427,21.654335537362577,random_none,nan,nan
random_baseline,12,2,5,4,4,5,5,5,6,6,2.4,0.4166666666666667,0.5757575757575758,6.685026265392768,4.80452792297622,22.369334448510962,random_none,nan,nan
random_baseline,12,3,4,4,4,4,4,4,5,5,3.0,0.3333333333333333,0.5,5.679013052097991,3.2591737234671205,21.599906240982392,random_none,nan,nan
random_baseline,14,0,4,5,5,4,5,5,6,6,2.8,0.35714285714285715,0.45054945054945056,6.274249657506799,3.4950278051299777,26.232704192644366,random_none,nan,nan
random_baseline,14,1,5,5,5,5,5,5,6,6,2.8,0.35714285714285715,0.5054945054945055,7.184991004786827,4.624405407184701,26.560948877363177,random_none,nan,nan
random_baseline,14,2,5,4,4,5,5,5,6,6,2.8,0.35714285714285715,0.5824175824175825,7.883981697418772,5.633074499402105,28.046354649845366,random_none,nan,nan
random_baseline,14,3,5,4,4,5,5,5,6,6,2.8,0.35714285714285715,0.5274725274725275,7.06846757592879,4.731322265880953,27.58345518007545,random_none,nan,nan
random_baseline,16,0,5,5,5,5,5,5,6,6,3.2,0.3125,0.4583333333333333,7.1499843345236584,4.026774742992606,32.22482603110303,random_none,nan,nan
random_baseline,16,1,5,5,5,5,5,5,6,6,3.2,0.3125,0.475,7.6720419432175575,5.122781512583664,32.16841171944321,random_none,nan,nan
random_baseline,16,2,5,4,4,5,5,5,6,6,3.2,0.3125,0.5333333333333333,8.292554239050355,5.217094893215103,33.680455436441896,random_none,nan,nan
random_baseline,16,3,6,5,5,6,6,6,7,7,2.6666666666666665,0.375,0.5583333333333333,8.921273505234605,6.341138483448832,32.85715031399474,random_none,nan,nan
random_baseline,18,0,5,6,6,5,6,6,7,7,3.0,0.3333333333333333,0.45751633986928103,8.256362256667984,4.6330053312096435,36.89147430064664,random_none,nan,nan
random_baseline,18,1,5,6,6,5,6,6,7,7,3.0,0.3333333333333333,0.48366013071895425,8.673365387209529,6.024246047853154,38.807198911039535,random_none,nan,nan
random_baseline,18,2,5,5,5,5,5,5,6,6,3.6,0.2777777777777778,0.5424836601307189,9.531509466506924,7.02606716732597,40.07359912057292,random_none,nan,nan
random_baseline,18,3,5,4,4,5,5,5,6,6,3.6,0.2777777777777778,0.5359477124183006,9.595648816126385,6.804171292907066,39.26574753036668,random_none,nan,nan
random_baseline,20,0,4,5,5,4,5,5,6,6,4.0,0.25,0.45263157894736844,8.92219553008526,6.110624883778069,44.49114195134785,random_none,nan,nan
random_baseline,20,1,5,5,5,5,5,5,6,6,4.0,0.25,0.46842105263157896,9.260658750421275,5.492159763532074,45.28982320391509,random_none,nan,nan
random_baseline,20,2,5,5,5,5,5,5,6,6,4.0,0.25,0.5421052631578948,10.69053804927377,7.238691303572342,46.30803155062121,random_none,nan,nan
random_baseline,20,3,6,5,5,6,6,6,7,7,3.3333333333333335,0.3,0.5526315789473685,10.891397815456573,7.595632547063759,45.56666362706562,random_none,nan,nan
random_baseline,22,0,5,5,5,5,5,5,6,6,4.4,0.22727272727272727,0.47619047619047616,10.310814210218432,6.873583847634692,51.72938404310331,random_none,nan,nan
random_baseline,22,1,5,5,5,5,5,5,6,6,4.4,0.22727272727272727,0.4805194805194805,10.470171382633016,6.5339938749679245,50.87029577844214,random_none,nan,nan
random_baseline,22,2,6,6,6,6,6,6,7,7,3.6666666666666665,0.2727272727272727,0.5497835497835498,12.029527419227037,8.947125439097583,52.25001289883094,random_none,nan,nan
random_baseline,22,3,6,5,5,6,6,6,7,7,3.6666666666666665,0.2727272727272727,0.5367965367965368,11.696679092692015,8.426396896537074,53.16298916053165,random_none,nan,nan
random_baseline,24,0,6,6,6,6,6,6,7,7,4.0,0.25,0.4891304347826087,11.732733893366895,8.043458156444423,59.23026269928866,random_none,nan,nan
random_baseline,24,1,6,6,6,6,6,6,7,7,4.0,0.25,0.4891304347826087,11.600554640995465,8.174633946833874,57.58080627270802,random_none,nan,nan
random_baseline,24,2,6,6,6,6,6,6,7,7,4.0,0.25,0.5543478260869565,13.028750444021458,9.351314595772639,60.36982141431513,random_none,nan,nan
random_baseline,24,3,6,6,6,6,6,6,7,7,4.0,0.25,0.5362318840579711,12.845136975139617,9.043708575965828,58.72612883881338,random_none,nan,nan
