operator,cluster,subfield,observed_period,count,fraction,drives_full_tau_period,synchronization_role,note
T_c,transport,lift,14,15,0.015000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,19,14,0.014000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,20,13,0.013000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,18,10,0.010000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,17,9,0.009000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,21,7,0.007000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,23,7,0.007000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,22,7,0.007000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,35,6,0.006000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,28,6,0.006000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,31,5,0.005000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,33,5,0.005000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,27,5,0.005000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,24,5,0.005000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,25,4,0.004000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,26,3,0.003000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,40,3,0.003000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,32,3,0.003000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,29,2,0.002000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,34,2,0.002000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,30,2,0.002000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,48,1,0.001000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,44,1,0.001000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,37,1,0.001000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,59,1,0.001000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,36,1,0.001000,0.5850,bottleneck_fraction=0.5850,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=195; dominant_sync_type=tau_unresolved
T_c,transport,lift,unresolved,195,0.195000,N/A,sub-field did not return within cap,cap=1000; sub-field period > cap
T_z',transport,swap,1,1000,1.000000,0.0250,bottleneck_fraction=0.0250,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=0; dominant_sync_type=tau_unresolved
T_z',transport,coupled,1,204,0.204000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,2,156,0.156000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,3,138,0.138000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,4,115,0.115000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,5,88,0.088000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,6,72,0.072000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,7,50,0.050000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,8,40,0.040000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,9,31,0.031000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,10,21,0.021000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,12,14,0.014000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,11,13,0.013000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,13,12,0.012000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,14,10,0.010000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,16,5,0.005000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,15,4,0.004000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,18,3,0.003000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,20,3,0.003000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,17,2,0.002000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,23,1,0.001000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,24,1,0.001000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,30,1,0.001000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,26,1,0.001000,0.3450,bottleneck_fraction=0.3450,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=tau_unresolved
T_z',transport,coupled,unresolved,15,0.015000,N/A,sub-field did not return within cap,cap=1000; sub-field period > cap
T_z',transport,twist,1,515,0.515000,0.1140,bottleneck_fraction=0.1140,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=tau_unresolved
T_z',transport,twist,2,233,0.233000,0.1140,bottleneck_fraction=0.1140,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=tau_unresolved
T_z',transport,twist,3,127,0.127000,0.1140,bottleneck_fraction=0.1140,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=tau_unresolved
T_z',transport,twist,4,62,0.062000,0.1140,bottleneck_fraction=0.1140,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=tau_unresolved
T_z',transport,twist,5,34,0.034000,0.1140,bottleneck_fraction=0.1140,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=tau_unresolved
T_z',transport,twist,6,13,0.013000,0.1140,bottleneck_fraction=0.1140,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=tau_unresolved
T_z',transport,twist,7,6,0.006000,0.1140,bottleneck_fraction=0.1140,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=tau_unresolved
T_z',transport,twist,9,3,0.003000,0.1140,bottleneck_fraction=0.1140,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=tau_unresolved
T_z',transport,twist,8,3,0.003000,0.1140,bottleneck_fraction=0.1140,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=tau_unresolved
T_z',transport,twist,10,2,0.002000,0.1140,bottleneck_fraction=0.1140,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=tau_unresolved
T_z',transport,twist,14,1,0.001000,0.1140,bottleneck_fraction=0.1140,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=tau_unresolved
T_z',transport,twist,unresolved,1,0.001000,N/A,sub-field did not return within cap,cap=1000; sub-field period > cap
T_z',transport,lift,1,112,0.112000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,2,96,0.096000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,3,69,0.069000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,7,51,0.051000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,5,51,0.051000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,6,51,0.051000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,4,50,0.050000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,8,44,0.044000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,11,39,0.039000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,10,33,0.033000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,9,31,0.031000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,12,28,0.028000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,13,26,0.026000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,16,24,0.024000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,15,23,0.023000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,14,18,0.018000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,17,17,0.017000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,21,16,0.016000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,18,16,0.016000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,19,15,0.015000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,26,14,0.014000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,20,11,0.011000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,28,10,0.010000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,23,9,0.009000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,24,8,0.008000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,32,7,0.007000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,27,7,0.007000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,29,6,0.006000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,25,6,0.006000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,36,5,0.005000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,34,4,0.004000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,35,3,0.003000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,22,3,0.003000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,57,2,0.002000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,33,2,0.002000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,30,2,0.002000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,31,2,0.002000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,41,2,0.002000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,37,1,0.001000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,39,1,0.001000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,53,1,0.001000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,42,1,0.001000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,55,1,0.001000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,72,1,0.001000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,45,1,0.001000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,52,1,0.001000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,38,1,0.001000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,51,1,0.001000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,73,1,0.001000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,44,1,0.001000,0.6420,bottleneck_fraction=0.6420,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=75; dominant_sync_type=tau_unresolved
T_z',transport,lift,unresolved,75,0.075000,N/A,sub-field did not return within cap,cap=1000; sub-field period > cap
T_r*,transport,swap,1,1000,1.000000,0.0110,bottleneck_fraction=0.0110,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=0; dominant_sync_type=complex
T_r*,transport,coupled,1,204,0.204000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,2,171,0.171000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,3,130,0.130000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,4,114,0.114000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,5,72,0.072000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,6,58,0.058000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,7,52,0.052000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,8,45,0.045000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,9,33,0.033000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,10,20,0.020000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,13,20,0.020000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,12,18,0.018000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,11,17,0.017000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,15,14,0.014000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,14,8,0.008000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,18,4,0.004000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,21,3,0.003000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,17,3,0.003000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,16,3,0.003000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,19,2,0.002000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,25,1,0.001000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,23,1,0.001000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,20,1,0.001000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,22,1,0.001000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,28,1,0.001000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,34,1,0.001000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,33,1,0.001000,0.3180,bottleneck_fraction=0.3180,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=2; dominant_sync_type=complex
T_r*,transport,coupled,unresolved,2,0.002000,N/A,sub-field did not return within cap,cap=1000; sub-field period > cap
T_r*,transport,twist,1,515,0.515000,0.0660,bottleneck_fraction=0.0660,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=complex
T_r*,transport,twist,2,261,0.261000,0.0660,bottleneck_fraction=0.0660,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=complex
T_r*,transport,twist,3,121,0.121000,0.0660,bottleneck_fraction=0.0660,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=complex
T_r*,transport,twist,4,50,0.050000,0.0660,bottleneck_fraction=0.0660,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=complex
T_r*,transport,twist,5,27,0.027000,0.0660,bottleneck_fraction=0.0660,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=complex
T_r*,transport,twist,6,13,0.013000,0.0660,bottleneck_fraction=0.0660,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=complex
T_r*,transport,twist,7,7,0.007000,0.0660,bottleneck_fraction=0.0660,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=complex
T_r*,transport,twist,8,4,0.004000,0.0660,bottleneck_fraction=0.0660,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=complex
T_r*,transport,twist,9,1,0.001000,0.0660,bottleneck_fraction=0.0660,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=1; dominant_sync_type=complex
T_r*,transport,twist,unresolved,1,0.001000,N/A,sub-field did not return within cap,cap=1000; sub-field period > cap
T_r*,transport,lift,1,122,0.122000,0.7010,bottleneck_fraction=0.7010,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=complex
T_r*,transport,lift,3,78,0.078000,0.7010,bottleneck_fraction=0.7010,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=complex
T_r*,transport,lift,2,73,0.073000,0.7010,bottleneck_fraction=0.7010,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=complex
T_r*,transport,lift,5,68,0.068000,0.7010,bottleneck_fraction=0.7010,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=complex
T_r*,transport,lift,4,56,0.056000,0.7010,bottleneck_fraction=0.7010,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=complex
T_r*,transport,lift,6,48,0.048000,0.7010,bottleneck_fraction=0.7010,cap=1000; sample=1000; rng_seed=42; subfield_unresolved_count=15; dominant_sync_type=complex
