case,sub_case,class_dist,timestep,D,eps_high,cos_metric,sin_metric,sin_abs,tan_metric,tan_unstable,n_samples,notes
B,opposite,2,4,20,0.0,-0.76953125,-0.23046875,0.2304687798023224,1.5006213160972948e-08,0.23046875,1024,2i_frame;dist=2;eps=0.0;D=20;t=4
B,adj_minus1,3,4,20,0.0,0.23046875,-0.76953125,0.76953125,0.0,0.76953125,1024,2i_frame;dist=3;eps=0.0;D=20;t=4
A,matched,0,5,20,0.0,0.76953125,0.23046875,0.23046875,0.0,0.23046875,1024,2i_frame;dist=0;eps=0.0;D=20;t=5
B,adj_plus1,1,5,20,0.0,-0.23046875,0.76953125,0.76953125,8.742278367890322e-08,0.76953125,1024,2i_frame;dist=1;eps=0.0;D=20;t=5
B,opposite,2,5,20,0.0,-0.76953125,-0.23046875,0.2304687798023224,1.5006213160972948e-08,0.23046875,1024,2i_frame;dist=2;eps=0.0;D=20;t=5
B,adj_minus1,3,5,20,0.0,0.23046875,-0.76953125,0.76953125,0.0,0.76953125,1024,2i_frame;dist=3;eps=0.0;D=20;t=5
A,matched,0,6,20,0.0,0.76953125,0.23046875,0.23046875,0.0,0.23046875,1024,2i_frame;dist=0;eps=0.0;D=20;t=6
B,adj_plus1,1,6,20,0.0,-0.23046875,0.76953125,0.76953125,8.742278367890322e-08,0.76953125,1024,2i_frame;dist=1;eps=0.0;D=20;t=6
B,opposite,2,6,20,0.0,-0.76953125,-0.23046875,0.2304687798023224,1.5006213160972948e-08,0.23046875,1024,2i_frame;dist=2;eps=0.0;D=20;t=6
B,adj_minus1,3,6,20,0.0,0.23046875,-0.76953125,0.76953125,0.0,0.76953125,1024,2i_frame;dist=3;eps=0.0;D=20;t=6
A,matched,0,7,20,0.0,0.76953125,0.23046875,0.23046875,0.0,0.23046875,1024,2i_frame;dist=0;eps=0.0;D=20;t=7
B,adj_plus1,1,7,20,0.0,-0.23046875,0.76953125,0.76953125,8.742278367890322e-08,0.76953125,1024,2i_frame;dist=1;eps=0.0;D=20;t=7
B,opposite,2,7,20,0.0,-0.76953125,-0.23046875,0.2304687798023224,1.5006213160972948e-08,0.23046875,1024,2i_frame;dist=2;eps=0.0;D=20;t=7
B,adj_minus1,3,7,20,0.0,0.23046875,-0.76953125,0.76953125,0.0,0.76953125,1024,2i_frame;dist=3;eps=0.0;D=20;t=7
A,matched,0,8,20,0.0,0.76953125,0.23046875,0.23046875,0.0,0.23046875,1024,2i_frame;dist=0;eps=0.0;D=20;t=8
B,adj_plus1,1,8,20,0.0,-0.23046875,0.76953125,0.76953125,8.742278367890322e-08,0.76953125,1024,2i_frame;dist=1;eps=0.0;D=20;t=8
B,opposite,2,8,20,0.0,-0.76953125,-0.23046875,0.2304687798023224,1.5006213160972948e-08,0.23046875,1024,2i_frame;dist=2;eps=0.0;D=20;t=8
B,adj_minus1,3,8,20,0.0,0.23046875,-0.76953125,0.76953125,0.0,0.76953125,1024,2i_frame;dist=3;eps=0.0;D=20;t=8
A,matched,0,9,20,0.0,0.76953125,0.23046875,0.23046875,0.0,0.23046875,1024,2i_frame;dist=0;eps=0.0;D=20;t=9
B,adj_plus1,1,9,20,0.0,-0.23046875,0.76953125,0.76953125,8.742278367890322e-08,0.76953125,1024,2i_frame;dist=1;eps=0.0;D=20;t=9
B,opposite,2,9,20,0.0,-0.76953125,-0.23046875,0.2304687798023224,1.5006213160972948e-08,0.23046875,1024,2i_frame;dist=2;eps=0.0;D=20;t=9
B,adj_minus1,3,9,20,0.0,0.23046875,-0.76953125,0.76953125,0.0,0.76953125,1024,2i_frame;dist=3;eps=0.0;D=20;t=9
A,matched,0,10,20,0.0,0.76953125,0.23046875,0.23046875,0.0,0.23046875,1024,2i_frame;dist=0;eps=0.0;D=20;t=10
B,adj_plus1,1,10,20,0.0,-0.23046875,0.76953125,0.76953125,8.742278367890322e-08,0.76953125,1024,2i_frame;dist=1;eps=0.0;D=20;t=10
B,opposite,2,10,20,0.0,-0.76953125,-0.23046875,0.2304687798023224,1.5006213160972948e-08,0.23046875,1024,2i_frame;dist=2;eps=0.0;D=20;t=10
B,adj_minus1,3,10,20,0.0,0.23046875,-0.76953125,0.76953125,0.0,0.76953125,1024,2i_frame;dist=3;eps=0.0;D=20;t=10
A,matched,0,11,20,0.0,0.76953125,0.23046875,0.23046875,0.0,0.23046875,1024,2i_frame;dist=0;eps=0.0;D=20;t=11
B,adj_plus1,1,11,20,0.0,-0.23046875,0.76953125,0.76953125,8.742278367890322e-08,0.76953125,1024,2i_frame;dist=1;eps=0.0;D=20;t=11
B,opposite,2,11,20,0.0,-0.76953125,-0.23046875,0.2304687798023224,1.5006213160972948e-08,0.23046875,1024,2i_frame;dist=2;eps=0.0;D=20;t=11
B,adj_minus1,3,11,20,0.0,0.23046875,-0.76953125,0.76953125,0.0,0.76953125,1024,2i_frame;dist=3;eps=0.0;D=20;t=11
A,matched,0,12,20,0.0,0.76953125,0.23046875,0.23046875,0.0,0.23046875,1024,2i_frame;dist=0;eps=0.0;D=20;t=12
B,adj_plus1,1,12,20,0.0,-0.23046875,0.76953125,0.76953125,8.742278367890322e-08,0.76953125,1024,2i_frame;dist=1;eps=0.0;D=20;t=12
B,opposite,2,12,20,0.0,-0.76953125,-0.23046875,0.2304687798023224,1.5006213160972948e-08,0.23046875,1024,2i_frame;dist=2;eps=0.0;D=20;t=12
B,adj_minus1,3,12,20,0.0,0.23046875,-0.76953125,0.76953125,0.0,0.76953125,1024,2i_frame;dist=3;eps=0.0;D=20;t=12
