H,small_pattern_id,small_signature_uint64,num_occurrences_in_small_word,num_positions_that_split_upstairs,max_distinct_large_future_classes_for_this_pattern
55,78,67108928,167,167,4
55,79,67110912,316,316,3
55,80,67110976,16,16,6
55,81,69206016,192,192,4
55,82,69206080,24,24,6
55,83,134217728,830,830,2
55,84,134217856,167,167,4
55,85,134221824,316,316,3
55,86,134221952,16,16,6
55,87,138412032,192,192,4
55,88,138412160,24,24,6
55,89,268435456,830,830,2
55,90,268435712,167,167,4
55,91,268443648,316,316,3
55,92,268443904,16,16,6
55,93,276824064,192,192,4
55,94,276824320,24,24,6
55,95,536870912,830,830,2
55,96,536871424,167,167,4
55,97,536887296,316,316,3
55,98,536887808,16,16,6
55,99,553648128,192,192,4
55,100,553648640,24,24,6
55,101,1073741824,694,694,2
55,102,1073741825,136,136,3
55,103,1073742848,167,167,4
55,104,1073774592,269,269,3
55,105,1073774593,47,47,4
55,106,1073775616,16,16,6
55,107,1107296256,192,192,4
55,108,1107297280,24,24,6
55,109,2147483648,694,694,2
55,110,2147483650,136,136,3
55,111,2147485696,167,167,4
55,112,2147549184,269,269,3
55,113,2147549186,47,47,4
55,114,2147551232,16,16,6
55,115,2214592512,192,192,4
55,116,2214594560,24,24,6
55,117,4294967296,694,694,2
55,118,4294967300,136,136,3
55,119,4294971392,167,167,4
55,120,4295098368,269,269,3
55,121,4295098372,47,47,4
55,122,4295102464,16,16,6
55,123,4429185024,192,192,4
55,124,4429189120,24,24,6
55,125,8589934592,694,694,2
55,126,8589934600,136,136,3
55,127,8589942784,167,167,4
55,128,8590196736,269,269,3
55,129,8590196744,47,47,4
55,130,8590204928,16,16,6
55,131,8858370048,192,192,4
55,132,8858378240,24,24,6
55,133,17179869184,694,694,2
55,134,17179869200,136,136,3
55,135,17179885568,167,167,4
55,136,17180393472,269,269,3
55,137,17180393488,47,47,4
55,138,17180409856,16,16,6
55,139,17716740096,192,192,4
55,140,17716756480,24,24,6
55,141,34359738368,509,509,2
55,142,34359738369,336,336,3
55,143,34359738400,112,112,3
55,144,34359738401,40,40,5
55,145,34359771136,154,154,4
55,146,34359771137,34,34,5
55,147,34360786944,269,269,3
55,148,34360786945,29,29,5
55,149,34360786976,44,44,4
55,150,34360786977,8,8,7
55,151,34360819712,16,16,6
55,152,35433480192,152,152,4
55,153,35433480193,40,40,5
55,154,35433512960,16,16,6
55,155,35433512961,8,8,7
55,156,68719476736,509,509,2
55,157,68719476738,336,336,3
55,158,68719476800,112,112,3
55,159,68719476802,40,40,5
55,160,68719542272,154,154,4
55,161,68719542274,34,34,5
55,162,68721573888,269,269,3
55,163,68721573890,29,29,5
55,164,68721573952,44,44,4
55,165,68721573954,8,8,7
55,166,68721639424,16,16,6
55,167,70866960384,152,152,4
55,168,70866960386,40,40,5
55,169,70867025920,16,16,6
55,170,70867025922,8,8,7
55,171,137438953472,509,509,2
55,172,137438953476,336,336,3
55,173,137438953600,112,112,3
55,174,137438953604,40,40,5
55,175,137439084544,154,154,4
55,176,137439084548,34,34,5
55,177,137443147776,269,269,3
55,178,137443147780,29,29,5
55,179,137443147904,44,44,4
55,180,137443147908,8,8,7
55,181,137443278848,16,16,6
55,182,141733920768,152,152,4
55,183,141733920772,40,40,5
55,184,141734051840,16,16,6
55,185,141734051844,8,8,7
55,186,274877906944,509,509,2
55,187,274877906952,336,336,3
55,188,274877907200,112,112,3
55,189,274877907208,40,40,5
55,190,274878169088,154,154,4
55,191,274878169096,34,34,5
55,192,274886295552,269,269,3
55,193,274886295560,29,29,5
55,194,274886295808,44,44,4
55,195,274886295816,8,8,7
55,196,274886557696,16,16,6
55,197,283467841536,152,152,4
55,198,283467841544,40,40,5
55,199,283468103680,16,16,6
55,200,283468103688,8,8,7
55,201,549755813888,509,509,2
55,202,549755813904,336,336,3
55,203,549755814400,112,112,3
55,204,549755814416,40,40,5
55,205,549756338176,154,154,4
55,206,549756338192,34,34,5
55,207,549772591104,269,269,3
55,208,549772591120,29,29,5
55,209,549772591616,44,44,4
55,210,549772591632,8,8,7
55,211,549773115392,16,16,6
55,212,566935683072,152,152,4
55,213,566935683088,40,40,5
55,214,566936207360,16,16,6
55,215,566936207376,8,8,7
55,216,1099511627776,554,554,2
55,217,1099511627777,184,184,3
55,218,1099511627808,349,349,3
55,219,1099511627809,90,90,5
55,220,1099511628800,112,112,3
55,221,1099511628832,40,40,5
55,222,1099512676352,167,167,4
55,223,1099512676353,21,21,5
55,224,1099512676384,34,34,5
55,225,1099545182208,316,316,3
55,226,1099545182240,34,34,5
55,227,1099545183232,44,44,4
55,228,1099545183264,8,8,7
55,229,1099546230784,24,24,6
55,230,1133871366144,86,86,4
55,231,1133871366145,90,90,5
55,232,1133871366176,40,40,5
55,233,1133872414720,16,16,6
55,234,1133872414752,8,8,7
55,235,2199023255552,554,554,2
55,236,2199023255554,184,184,3
55,237,2199023255616,349,349,3
55,238,2199023255618,90,90,5
55,239,2199023257600,112,112,3
55,240,2199023257664,40,40,5
55,241,2199025352704,167,167,4
55,242,2199025352706,21,21,5
55,243,2199025352768,34,34,5
55,244,2199090364416,316,316,3
55,245,2199090364480,34,34,5
55,246,2199090366464,44,44,4
55,247,2199090366528,8,8,7
55,248,2199092461568,24,24,6
55,249,2267742732288,86,86,4
55,250,2267742732290,90,90,5
55,251,2267742732352,40,40,5
55,252,2267744829440,16,16,6
55,253,2267744829504,8,8,7
55,254,4398046511104,554,554,2
55,255,4398046511108,184,184,3
55,256,4398046511232,349,349,3
55,257,4398046511236,90,90,5
55,258,4398046515200,112,112,3
55,259,4398046515328,40,40,5
55,260,4398050705408,167,167,4
55,261,4398050705412,21,21,5
55,262,4398050705536,34,34,5
55,263,4398180728832,316,316,3
55,264,4398180728960,34,34,5
55,265,4398180732928,44,44,4
55,266,4398180733056,8,8,7
55,267,4398184923136,24,24,6
55,268,4535485464576,86,86,4
55,269,4535485464580,90,90,5
55,270,4535485464704,40,40,5
55,271,4535489658880,16,16,6
55,272,4535489659008,8,8,7
55,273,8796093022208,554,554,2
55,274,8796093022216,184,184,3
55,275,8796093022464,349,349,3
55,276,8796093022472,90,90,5
55,277,8796093030400,112,112,3
55,278,8796093030656,40,40,5
55,279,8796101410816,167,167,4
55,280,8796101410824,21,21,5
55,281,8796101411072,34,34,5
55,282,8796361457664,316,316,3
55,283,8796361457920,34,34,5
55,284,8796361465856,44,44,4
55,285,8796361466112,8,8,7
55,286,8796369846272,24,24,6
55,287,9070970929152,86,86,4
55,288,9070970929160,90,90,5
55,289,9070970929408,40,40,5
55,290,9070979317760,16,16,6
55,291,9070979318016,8,8,7
55,292,17592186044416,554,554,2
55,293,17592186044432,184,184,3
55,294,17592186044928,349,349,3
55,295,17592186044944,90,90,5
55,296,17592186060800,112,112,3
55,297,17592186061312,40,40,5
55,298,17592202821632,167,167,4
55,299,17592202821648,21,21,5
55,300,17592202822144,34,34,5
55,301,17592722915328,316,316,3
55,302,17592722915840,34,34,5
55,303,17592722931712,44,44,4
55,304,17592722932224,8,8,7
55,305,17592739692544,24,24,6
55,306,18141941858304,86,86,4
55,307,18141941858320,90,90,5
55,308,18141941858816,40,40,5
55,309,18141958635520,16,16,6
55,310,18141958636032,8,8,7
55,311,35184372088832,554,554,2
55,312,35184372088864,184,184,3
55,313,35184372089856,349,349,3
55,314,35184372089888,90,90,5
55,315,35184372121600,112,112,3
55,316,35184372122624,40,40,5
55,317,35184405643264,167,167,4
55,318,35184405643296,21,21,5
55,319,35184405644288,34,34,5
55,320,35185445830656,316,316,3
55,321,35185445831680,34,34,5
55,322,35185445863424,44,44,4
55,323,35185445864448,8,8,7
55,324,35185479385088,24,24,6
55,325,36283883716608,86,86,4
55,326,36283883716640,90,90,5
55,327,36283883717632,40,40,5
55,328,36283917271040,16,16,6
55,329,36283917272064,8,8,7
55,330,70368744177664,554,554,2
55,331,70368744177728,184,184,3
55,332,70368744179712,349,349,3
55,333,70368744179776,90,90,5
55,334,70368744243200,112,112,3
55,335,70368744245248,40,40,5
55,336,70368811286528,167,167,4
55,337,70368811286592,21,21,5
55,338,70368811288576,34,34,5
55,339,70370891661312,316,316,3
55,340,70370891663360,34,34,5
55,341,70370891726848,44,44,4
55,342,70370891728896,8,8,7
55,343,70370958770176,24,24,6
55,344,72567767433216,86,86,4
55,345,72567767433280,90,90,5
55,346,72567767435264,40,40,5
55,347,72567834542080,16,16,6
55,348,72567834544128,8,8,7
55,349,140737488355328,554,554,2
55,350,140737488355456,184,184,3
55,351,140737488359424,349,349,3
55,352,140737488359552,90,90,5
55,353,140737488486400,112,112,3
55,354,140737488490496,40,40,5
55,355,140737622573056,167,167,4
55,356,140737622573184,21,21,5
55,357,140737622577152,34,34,5
55,358,140741783322624,316,316,3
55,359,140741783326720,34,34,5
55,360,140741783453696,44,44,4
55,361,140741783457792,8,8,7
55,362,140741917540352,24,24,6
55,363,145135534866432,86,86,4
55,364,145135534866560,90,90,5
55,365,145135534870528,40,40,5
55,366,145135669084160,16,16,6
55,367,145135669088256,8,8,7
55,368,281474976710656,554,554,2
55,369,281474976710912,184,184,3
55,370,281474976718848,349,349,3
55,371,281474976719104,90,90,5
55,372,281474976972800,112,112,3
55,373,281474976980992,40,40,5
55,374,281475245146112,167,167,4
55,375,281475245146368,21,21,5
55,376,281475245154304,34,34,5
55,377,281483566645248,316,316,3
55,378,281483566653440,34,34,5
55,379,281483566907392,44,44,4
55,380,281483566915584,8,8,7
55,381,281483835080704,24,24,6
55,382,290271069732864,86,86,4
55,383,290271069733120,90,90,5
55,384,290271069741056,40,40,5
55,385,290271338168320,16,16,6
55,386,290271338176512,8,8,7
55,387,562949953421312,554,554,2
55,388,562949953421824,184,184,3
55,389,562949953437696,349,349,3
55,390,562949953438208,90,90,5
55,391,562949953945600,112,112,3
55,392,562949953961984,40,40,5
55,393,562950490292224,167,167,4
55,394,562950490292736,21,21,5
55,395,562950490308608,34,34,5
55,396,562967133290496,316,316,3
55,397,562967133306880,34,34,5
55,398,562967133814784,44,44,4
55,399,562967133831168,8,8,7
55,400,562967670161408,24,24,6
55,401,580542139465728,86,86,4
55,402,580542139466240,90,90,5
55,403,580542139482112,40,40,5
55,404,580542676336640,16,16,6
55,405,580542676353024,8,8,7
55,406,1125899906842624,448,448,2
55,407,1125899906842625,192,192,4
55,408,1125899906843648,184,184,3
55,409,1125899906875392,336,336,3
55,410,1125899906875393,103,103,5
55,411,1125899906876416,90,90,5
55,412,1125899907891200,136,136,3
55,413,1125899907891201,16,16,6
55,414,1125899907923968,40,40,5
55,415,1125900980584448,151,151,4
55,416,1125900980584449,16,16,6
55,417,1125900980585472,21,21,5
55,418,1125900980617216,29,29,5
55,419,1125900980617217,5,5,7
55,420,1125934266580992,229,229,3
55,421,1125934266580993,103,103,5
55,422,1125934266613760,34,34,5
55,423,1125934267629568,47,47,4
55,424,1125934267629569,5,5,7
55,425,1125934267662336,8,8,7
55,426,1125935340322816,24,24,6
55,427,1161084278931456,86,86,4
55,428,1161084278932480,90,90,5
55,429,1161084278964224,40,40,5
55,430,1161085352673280,16,16,6
55,431,1161085352706048,8,8,7
55,432,2251799813685248,448,448,2
55,433,2251799813685250,192,192,4
55,434,2251799813687296,184,184,3
55,435,2251799813750784,336,336,3
55,436,2251799813750786,103,103,5
55,437,2251799813752832,90,90,5
55,438,2251799815782400,136,136,3
55,439,2251799815782402,16,16,6
55,440,2251799815847936,40,40,5
55,441,2251801961168896,151,151,4
55,442,2251801961168898,16,16,6
55,443,2251801961170944,21,21,5
55,444,2251801961234432,29,29,5
55,445,2251801961234434,5,5,7
55,446,2251868533161984,229,229,3
55,447,2251868533161986,103,103,5
55,448,2251868533227520,34,34,5
55,449,2251868535259136,47,47,4
55,450,2251868535259138,5,5,7
55,451,2251868535324672,8,8,7
55,452,2251870680645632,24,24,6
55,453,2322168557862912,86,86,4
55,454,2322168557864960,90,90,5
55,455,2322168557928448,40,40,5
55,456,2322170705346560,16,16,6
55,457,2322170705412096,8,8,7
55,458,4503599627370496,448,448,2
55,459,4503599627370500,192,192,4
55,460,4503599627374592,184,184,3
55,461,4503599627501568,336,336,3
55,462,4503599627501572,103,103,5
55,463,4503599627505664,90,90,5
55,464,4503599631564800,136,136,3
55,465,4503599631564804,16,16,6
55,466,4503599631695872,40,40,5
55,467,4503603922337792,151,151,4
55,468,4503603922337796,16,16,6
55,469,4503603922341888,21,21,5
55,470,4503603922468864,29,29,5
55,471,4503603922468868,5,5,7
55,472,4503737066323968,229,229,3
55,473,4503737066323972,103,103,5
55,474,4503737066455040,34,34,5
55,475,4503737070518272,47,47,4
55,476,4503737070518276,5,5,7
55,477,4503737070649344,8,8,7
55,478,4503741361291264,24,24,6
55,479,4644337115725824,86,86,4
55,480,4644337115729920,90,90,5
55,481,4644337115856896,40,40,5
55,482,4644341410693120,16,16,6
55,483,4644341410824192,8,8,7
55,484,9007199254740992,448,448,2
55,485,9007199254741000,192,192,4
55,486,9007199254749184,184,184,3
55,487,9007199255003136,336,336,3
55,488,9007199255003144,103,103,5
55,489,9007199255011328,90,90,5
55,490,9007199263129600,136,136,3
55,491,9007199263129608,16,16,6
55,492,9007199263391744,40,40,5
55,493,9007207844675584,151,151,4
55,494,9007207844675592,16,16,6
55,495,9007207844683776,21,21,5
55,496,9007207844937728,29,29,5
55,497,9007207844937736,5,5,7
55,498,9007474132647936,229,229,3
55,499,9007474132647944,103,103,5
55,500,9007474132910080,34,34,5
55,501,9007474141036544,47,47,4
55,502,9007474141036552,5,5,7
55,503,9007474141298688,8,8,7
55,504,9007482722582528,24,24,6
55,505,9288674231451648,86,86,4
55,506,9288674231459840,90,90,5
55,507,9288674231713792,40,40,5
55,508,9288682821386240,16,16,6
55,509,9288682821648384,8,8,7
55,510,18014398509481984,448,448,2
55,511,18014398509482000,192,192,4
55,512,18014398509498368,184,184,3
55,513,18014398510006272,336,336,3
55,514,18014398510006288,103,103,5
55,515,18014398510022656,90,90,5
55,516,18014398526259200,136,136,3
55,517,18014398526259216,16,16,6
55,518,18014398526783488,40,40,5
55,519,18014415689351168,151,151,4
55,520,18014415689351184,16,16,6
55,521,18014415689367552,21,21,5
55,522,18014415689875456,29,29,5
55,523,18014415689875472,5,5,7
55,524,18014948265295872,229,229,3
55,525,18014948265295888,103,103,5
55,526,18014948265820160,34,34,5
55,527,18014948282073088,47,47,4
55,528,18014948282073104,5,5,7
55,529,18014948282597376,8,8,7
55,530,18014965445165056,24,24,6
55,531,18577348462903296,86,86,4
55,532,18577348462919680,90,90,5
55,533,18577348463427584,40,40,5
55,534,18577365642772480,16,16,6
55,535,18577365643296768,8,8,7
