H,small_pattern_id,small_signature_uint64,num_occurrences_in_small_word,num_positions_that_split_upstairs,max_distinct_large_future_classes_for_this_pattern
56,71,33554432,694,694,2
56,72,33554464,151,151,4
56,73,33555456,316,316,3
56,74,33555488,16,16,6
56,75,34603008,152,152,4
56,76,34603040,24,24,6
56,77,67108864,830,830,2
56,78,67108928,167,167,4
56,79,67110912,316,316,3
56,80,67110976,16,16,6
56,81,69206016,192,192,4
56,82,69206080,24,24,6
56,83,134217728,830,830,2
56,84,134217856,167,167,4
56,85,134221824,316,316,3
56,86,134221952,16,16,6
56,87,138412032,192,192,4
56,88,138412160,24,24,6
56,89,268435456,830,830,2
56,90,268435712,167,167,4
56,91,268443648,316,316,3
56,92,268443904,16,16,6
56,93,276824064,192,192,4
56,94,276824320,24,24,6
56,95,536870912,830,830,2
56,96,536871424,167,167,4
56,97,536887296,316,316,3
56,98,536887808,16,16,6
56,99,553648128,192,192,4
56,100,553648640,24,24,6
56,101,1073741824,694,694,2
56,102,1073741825,136,136,3
56,103,1073742848,167,167,4
56,104,1073774592,269,269,3
56,105,1073774593,47,47,4
56,106,1073775616,16,16,6
56,107,1107296256,192,192,4
56,108,1107297280,24,24,6
56,109,2147483648,694,694,2
56,110,2147483650,136,136,3
56,111,2147485696,167,167,4
56,112,2147549184,269,269,3
56,113,2147549186,47,47,4
56,114,2147551232,16,16,6
56,115,2214592512,192,192,4
56,116,2214594560,24,24,6
56,117,4294967296,694,694,2
56,118,4294967300,136,136,3
56,119,4294971392,167,167,4
56,120,4295098368,269,269,3
56,121,4295098372,47,47,4
56,122,4295102464,16,16,6
56,123,4429185024,192,192,4
56,124,4429189120,24,24,6
56,125,8589934592,694,694,2
56,126,8589934600,136,136,3
56,127,8589942784,167,167,4
56,128,8590196736,269,269,3
56,129,8590196744,47,47,4
56,130,8590204928,16,16,6
56,131,8858370048,192,192,4
56,132,8858378240,24,24,6
56,133,17179869184,694,694,2
56,134,17179869200,136,136,3
56,135,17179885568,167,167,4
56,136,17180393472,269,269,3
56,137,17180393488,47,47,4
56,138,17180409856,16,16,6
56,139,17716740096,192,192,4
56,140,17716756480,24,24,6
56,141,34359738368,454,454,2
56,142,34359738369,240,240,3
56,143,34359738400,110,110,3
56,144,34359738401,26,26,5
56,145,34359771136,143,143,4
56,146,34359771137,24,24,5
56,147,34360786944,252,252,3
56,148,34360786945,17,17,5
56,149,34360786976,43,43,4
56,150,34360786977,4,4,7
56,151,34360819712,16,16,6
56,152,35433480192,152,152,4
56,153,35433480193,40,40,5
56,154,35433512960,16,16,6
56,155,35433512961,8,8,7
56,156,68719476736,509,509,2
56,157,68719476738,336,336,3
56,158,68719476800,112,112,3
56,159,68719476802,40,40,5
56,160,68719542272,154,154,4
56,161,68719542274,34,34,5
56,162,68721573888,269,269,3
56,163,68721573890,29,29,5
56,164,68721573952,44,44,4
56,165,68721573954,8,8,7
56,166,68721639424,16,16,6
56,167,70866960384,152,152,4
56,168,70866960386,40,40,5
56,169,70867025920,16,16,6
56,170,70867025922,8,8,7
56,171,137438953472,509,509,2
56,172,137438953476,336,336,3
56,173,137438953600,112,112,3
56,174,137438953604,40,40,5
56,175,137439084544,154,154,4
56,176,137439084548,34,34,5
56,177,137443147776,269,269,3
56,178,137443147780,29,29,5
56,179,137443147904,44,44,4
56,180,137443147908,8,8,7
56,181,137443278848,16,16,6
56,182,141733920768,152,152,4
56,183,141733920772,40,40,5
56,184,141734051840,16,16,6
56,185,141734051844,8,8,7
56,186,274877906944,509,509,2
56,187,274877906952,336,336,3
56,188,274877907200,112,112,3
56,189,274877907208,40,40,5
56,190,274878169088,154,154,4
56,191,274878169096,34,34,5
56,192,274886295552,269,269,3
56,193,274886295560,29,29,5
56,194,274886295808,44,44,4
56,195,274886295816,8,8,7
56,196,274886557696,16,16,6
56,197,283467841536,152,152,4
56,198,283467841544,40,40,5
56,199,283468103680,16,16,6
56,200,283468103688,8,8,7
56,201,549755813888,509,509,2
56,202,549755813904,336,336,3
56,203,549755814400,112,112,3
56,204,549755814416,40,40,5
56,205,549756338176,154,154,4
56,206,549756338192,34,34,5
56,207,549772591104,269,269,3
56,208,549772591120,29,29,5
56,209,549772591616,44,44,4
56,210,549772591632,8,8,7
56,211,549773115392,16,16,6
56,212,566935683072,152,152,4
56,213,566935683088,40,40,5
56,214,566936207360,16,16,6
56,215,566936207376,8,8,7
56,216,1099511627776,407,407,2
56,217,1099511627777,102,102,3
56,218,1099511627808,274,274,3
56,219,1099511627809,62,62,5
56,220,1099511628800,112,112,3
56,221,1099511628832,40,40,5
56,222,1099512676352,143,143,4
56,223,1099512676353,11,11,5
56,224,1099512676384,34,34,5
56,225,1099545182208,269,269,3
56,226,1099545182240,29,29,5
56,227,1099545183232,44,44,4
56,228,1099545183264,8,8,7
56,229,1099546230784,16,16,6
56,230,1133871366144,82,82,4
56,231,1133871366145,70,70,5
56,232,1133871366176,40,40,5
56,233,1133872414720,16,16,6
56,234,1133872414752,8,8,7
56,235,2199023255552,554,554,2
56,236,2199023255554,184,184,3
56,237,2199023255616,349,349,3
56,238,2199023255618,90,90,5
56,239,2199023257600,112,112,3
56,240,2199023257664,40,40,5
56,241,2199025352704,167,167,4
56,242,2199025352706,21,21,5
56,243,2199025352768,34,34,5
56,244,2199090364416,316,316,3
56,245,2199090364480,34,34,5
56,246,2199090366464,44,44,4
56,247,2199090366528,8,8,7
56,248,2199092461568,24,24,6
56,249,2267742732288,86,86,4
56,250,2267742732290,90,90,5
56,251,2267742732352,40,40,5
56,252,2267744829440,16,16,6
56,253,2267744829504,8,8,7
56,254,4398046511104,554,554,2
56,255,4398046511108,184,184,3
56,256,4398046511232,349,349,3
56,257,4398046511236,90,90,5
56,258,4398046515200,112,112,3
56,259,4398046515328,40,40,5
56,260,4398050705408,167,167,4
56,261,4398050705412,21,21,5
56,262,4398050705536,34,34,5
56,263,4398180728832,316,316,3
56,264,4398180728960,34,34,5
56,265,4398180732928,44,44,4
56,266,4398180733056,8,8,7
56,267,4398184923136,24,24,6
56,268,4535485464576,86,86,4
56,269,4535485464580,90,90,5
56,270,4535485464704,40,40,5
56,271,4535489658880,16,16,6
56,272,4535489659008,8,8,7
56,273,8796093022208,554,554,2
56,274,8796093022216,184,184,3
56,275,8796093022464,349,349,3
56,276,8796093022472,90,90,5
56,277,8796093030400,112,112,3
56,278,8796093030656,40,40,5
56,279,8796101410816,167,167,4
56,280,8796101410824,21,21,5
56,281,8796101411072,34,34,5
56,282,8796361457664,316,316,3
56,283,8796361457920,34,34,5
56,284,8796361465856,44,44,4
56,285,8796361466112,8,8,7
56,286,8796369846272,24,24,6
56,287,9070970929152,86,86,4
56,288,9070970929160,90,90,5
56,289,9070970929408,40,40,5
56,290,9070979317760,16,16,6
56,291,9070979318016,8,8,7
56,292,17592186044416,554,554,2
56,293,17592186044432,184,184,3
56,294,17592186044928,349,349,3
56,295,17592186044944,90,90,5
56,296,17592186060800,112,112,3
56,297,17592186061312,40,40,5
56,298,17592202821632,167,167,4
56,299,17592202821648,21,21,5
56,300,17592202822144,34,34,5
56,301,17592722915328,316,316,3
56,302,17592722915840,34,34,5
56,303,17592722931712,44,44,4
56,304,17592722932224,8,8,7
56,305,17592739692544,24,24,6
56,306,18141941858304,86,86,4
56,307,18141941858320,90,90,5
56,308,18141941858816,40,40,5
56,309,18141958635520,16,16,6
56,310,18141958636032,8,8,7
56,311,35184372088832,554,554,2
56,312,35184372088864,184,184,3
56,313,35184372089856,349,349,3
56,314,35184372089888,90,90,5
56,315,35184372121600,112,112,3
56,316,35184372122624,40,40,5
56,317,35184405643264,167,167,4
56,318,35184405643296,21,21,5
56,319,35184405644288,34,34,5
56,320,35185445830656,316,316,3
56,321,35185445831680,34,34,5
56,322,35185445863424,44,44,4
56,323,35185445864448,8,8,7
56,324,35185479385088,24,24,6
56,325,36283883716608,86,86,4
56,326,36283883716640,90,90,5
56,327,36283883717632,40,40,5
56,328,36283917271040,16,16,6
56,329,36283917272064,8,8,7
56,330,70368744177664,554,554,2
56,331,70368744177728,184,184,3
56,332,70368744179712,349,349,3
56,333,70368744179776,90,90,5
56,334,70368744243200,112,112,3
56,335,70368744245248,40,40,5
56,336,70368811286528,167,167,4
56,337,70368811286592,21,21,5
56,338,70368811288576,34,34,5
56,339,70370891661312,316,316,3
56,340,70370891663360,34,34,5
56,341,70370891726848,44,44,4
56,342,70370891728896,8,8,7
56,343,70370958770176,24,24,6
56,344,72567767433216,86,86,4
56,345,72567767433280,90,90,5
56,346,72567767435264,40,40,5
56,347,72567834542080,16,16,6
56,348,72567834544128,8,8,7
56,349,140737488355328,554,554,2
56,350,140737488355456,184,184,3
56,351,140737488359424,349,349,3
56,352,140737488359552,90,90,5
56,353,140737488486400,112,112,3
56,354,140737488490496,40,40,5
56,355,140737622573056,167,167,4
56,356,140737622573184,21,21,5
56,357,140737622577152,34,34,5
56,358,140741783322624,316,316,3
56,359,140741783326720,34,34,5
56,360,140741783453696,44,44,4
56,361,140741783457792,8,8,7
56,362,140741917540352,24,24,6
56,363,145135534866432,86,86,4
56,364,145135534866560,90,90,5
56,365,145135534870528,40,40,5
56,366,145135669084160,16,16,6
56,367,145135669088256,8,8,7
56,368,281474976710656,554,554,2
56,369,281474976710912,184,184,3
56,370,281474976718848,349,349,3
56,371,281474976719104,90,90,5
56,372,281474976972800,112,112,3
56,373,281474976980992,40,40,5
56,374,281475245146112,167,167,4
56,375,281475245146368,21,21,5
56,376,281475245154304,34,34,5
56,377,281483566645248,316,316,3
56,378,281483566653440,34,34,5
56,379,281483566907392,44,44,4
56,380,281483566915584,8,8,7
56,381,281483835080704,24,24,6
56,382,290271069732864,86,86,4
56,383,290271069733120,90,90,5
56,384,290271069741056,40,40,5
56,385,290271338168320,16,16,6
56,386,290271338176512,8,8,7
56,387,562949953421312,554,554,2
56,388,562949953421824,184,184,3
56,389,562949953437696,349,349,3
56,390,562949953438208,90,90,5
56,391,562949953945600,112,112,3
56,392,562949953961984,40,40,5
56,393,562950490292224,167,167,4
56,394,562950490292736,21,21,5
56,395,562950490308608,34,34,5
56,396,562967133290496,316,316,3
56,397,562967133306880,34,34,5
56,398,562967133814784,44,44,4
56,399,562967133831168,8,8,7
56,400,562967670161408,24,24,6
56,401,580542139465728,86,86,4
56,402,580542139466240,90,90,5
56,403,580542139482112,40,40,5
56,404,580542676336640,16,16,6
56,405,580542676353024,8,8,7
56,406,1125899906842624,404,404,2
56,407,1125899906842625,150,150,4
56,408,1125899906843648,184,184,3
56,409,1125899906875392,274,274,3
56,410,1125899906875393,75,75,5
56,411,1125899906876416,90,90,5
56,412,1125899907891200,110,110,3
56,413,1125899907891201,2,2,6
56,414,1125899907923968,40,40,5
56,415,1125900980584448,151,151,4
56,416,1125900980584449,16,16,6
56,417,1125900980585472,21,21,5
56,418,1125900980617216,29,29,5
56,419,1125900980617217,5,5,7
56,420,1125934266580992,221,221,3
56,421,1125934266580993,95,95,5
56,422,1125934266613760,34,34,5
56,423,1125934267629568,43,43,4
56,424,1125934267629569,1,1,7
56,425,1125934267662336,8,8,7
56,426,1125935340322816,24,24,6
56,427,1161084278931456,86,86,4
56,428,1161084278932480,90,90,5
56,429,1161084278964224,40,40,5
56,430,1161085352673280,16,16,6
56,431,1161085352706048,8,8,7
56,432,2251799813685248,448,448,2
56,433,2251799813685250,192,192,4
56,434,2251799813687296,184,184,3
56,435,2251799813750784,336,336,3
56,436,2251799813750786,103,103,5
56,437,2251799813752832,90,90,5
56,438,2251799815782400,136,136,3
56,439,2251799815782402,16,16,6
56,440,2251799815847936,40,40,5
56,441,2251801961168896,151,151,4
56,442,2251801961168898,16,16,6
56,443,2251801961170944,21,21,5
56,444,2251801961234432,29,29,5
56,445,2251801961234434,5,5,7
56,446,2251868533161984,229,229,3
56,447,2251868533161986,103,103,5
56,448,2251868533227520,34,34,5
56,449,2251868535259136,47,47,4
56,450,2251868535259138,5,5,7
56,451,2251868535324672,8,8,7
56,452,2251870680645632,24,24,6
56,453,2322168557862912,86,86,4
56,454,2322168557864960,90,90,5
56,455,2322168557928448,40,40,5
56,456,2322170705346560,16,16,6
56,457,2322170705412096,8,8,7
56,458,4503599627370496,448,448,2
56,459,4503599627370500,192,192,4
56,460,4503599627374592,184,184,3
56,461,4503599627501568,336,336,3
56,462,4503599627501572,103,103,5
56,463,4503599627505664,90,90,5
56,464,4503599631564800,136,136,3
56,465,4503599631564804,16,16,6
56,466,4503599631695872,40,40,5
56,467,4503603922337792,151,151,4
56,468,4503603922337796,16,16,6
56,469,4503603922341888,21,21,5
56,470,4503603922468864,29,29,5
56,471,4503603922468868,5,5,7
56,472,4503737066323968,229,229,3
56,473,4503737066323972,103,103,5
56,474,4503737066455040,34,34,5
56,475,4503737070518272,47,47,4
56,476,4503737070518276,5,5,7
56,477,4503737070649344,8,8,7
56,478,4503741361291264,24,24,6
56,479,4644337115725824,86,86,4
56,480,4644337115729920,90,90,5
56,481,4644337115856896,40,40,5
56,482,4644341410693120,16,16,6
56,483,4644341410824192,8,8,7
56,484,9007199254740992,448,448,2
56,485,9007199254741000,192,192,4
56,486,9007199254749184,184,184,3
56,487,9007199255003136,336,336,3
56,488,9007199255003144,103,103,5
56,489,9007199255011328,90,90,5
56,490,9007199263129600,136,136,3
56,491,9007199263129608,16,16,6
56,492,9007199263391744,40,40,5
56,493,9007207844675584,151,151,4
56,494,9007207844675592,16,16,6
56,495,9007207844683776,21,21,5
56,496,9007207844937728,29,29,5
56,497,9007207844937736,5,5,7
56,498,9007474132647936,229,229,3
56,499,9007474132647944,103,103,5
56,500,9007474132910080,34,34,5
56,501,9007474141036544,47,47,4
56,502,9007474141036552,5,5,7
56,503,9007474141298688,8,8,7
56,504,9007482722582528,24,24,6
56,505,9288674231451648,86,86,4
56,506,9288674231459840,90,90,5
56,507,9288674231713792,40,40,5
56,508,9288682821386240,16,16,6
56,509,9288682821648384,8,8,7
56,510,18014398509481984,448,448,2
56,511,18014398509482000,192,192,4
56,512,18014398509498368,184,184,3
56,513,18014398510006272,336,336,3
56,514,18014398510006288,103,103,5
56,515,18014398510022656,90,90,5
56,516,18014398526259200,136,136,3
56,517,18014398526259216,16,16,6
56,518,18014398526783488,40,40,5
56,519,18014415689351168,151,151,4
56,520,18014415689351184,16,16,6
56,521,18014415689367552,21,21,5
56,522,18014415689875456,29,29,5
56,523,18014415689875472,5,5,7
56,524,18014948265295872,229,229,3
56,525,18014948265295888,103,103,5
56,526,18014948265820160,34,34,5
56,527,18014948282073088,47,47,4
56,528,18014948282073104,5,5,7
56,529,18014948282597376,8,8,7
56,530,18014965445165056,24,24,6
56,531,18577348462903296,86,86,4
56,532,18577348462919680,90,90,5
56,533,18577348463427584,40,40,5
56,534,18577365642772480,16,16,6
56,535,18577365643296768,8,8,7
56,536,36028797018963968,312,312,2
56,537,36028797018963969,136,136,3
56,538,36028797018964000,150,150,4
56,539,36028797018964001,42,42,6
56,540,36028797018996736,102,102,3
56,541,36028797018996737,82,82,4
56,542,36028797020012544,240,240,3
56,543,36028797020012545,96,96,5
56,544,36028797020012576,95,95,5
56,545,36028797020012577,8,8,8
56,546,36028797020045312,70,70,5
56,547,36028797020045313,20,20,7
56,548,36028797052518400,136,136,3
56,549,36028797052518432,16,16,6
56,550,36028797053566976,40,40,5
56,551,36028831378702336,55,55,4
56,552,36028831378702337,96,96,5
56,553,36028831378702368,2,2,6
56,554,36028831378702369,14,14,8
56,555,36028831378735104,11,11,5
56,556,36028831378735105,10,10,6
56,557,36028831379750912,17,17,5
56,558,36028831379750913,12,12,7
56,559,36028831379750944,1,1,7
56,560,36028831379750945,4,4,10
56,561,36029896530591744,147,147,3
56,562,36029896530591745,82,82,4
56,563,36029896530591776,75,75,5
56,564,36029896530591777,28,28,7
56,565,36029896531640320,24,24,5
56,566,36029896531640321,10,10,6
56,567,36029896564146176,47,47,4
56,568,36029896564146208,5,5,7
56,569,36029896565194752,8,8,7
56,570,36029930890330112,4,4,6
56,571,36029930890330113,20,20,7
56,572,37154696925806592,44,44,4
56,573,37154696925806593,42,42,6
56,574,37154696925839360,62,62,5
56,575,37154696925839361,28,28,7
56,576,37154696926855168,26,26,5
56,577,37154696926855169,14,14,8
56,578,37154731285544960,8,8,6
56,579,37154731285544961,8,8,8
56,580,37154731286593536,4,4,7
56,581,37154731286593537,4,4,10
